0.000000e+00 6.582984e+03
2.521008e-02 6.155414e+03
5.042017e-02 5.822462e+03
7.563025e-02 5.602117e+03
1.008403e-01 5.426283e+03
1.260504e-01 5.282821e+03
1.512605e-01 5.160841e+03
1.764706e-01 5.075905e+03
2.016807e-01 5.006618e+03
2.268908e-01 4.954605e+03
2.521008e-01 4.902719e+03
2.773109e-01 4.851291e+03
3.025210e-01 4.799704e+03
3.277311e-01 4.746773e+03
3.529412e-01 4.693523e+03
3.781513e-01 4.638067e+03
4.033613e-01 4.582947e+03
4.285714e-01 4.529970e+03
4.537815e-01 4.480333e+03
4.789916e-01 4.448771e+03
5.042017e-01 4.424863e+03
5.294118e-01 4.408725e+03
5.546218e-01 4.401591e+03
5.798319e-01 4.412588e+03
6.050420e-01 4.428686e+03
6.302521e-01 4.460360e+03
6.554622e-01 4.502518e+03
6.806723e-01 4.577157e+03
7.058824e-01 4.663529e+03
7.310924e-01 4.764296e+03
7.563025e-01 4.871525e+03
7.815126e-01 4.997479e+03
8.067227e-01 5.132393e+03
8.319328e-01 5.290983e+03
8.571429e-01 5.449765e+03
8.823529e-01 5.608687e+03
9.075630e-01 5.760752e+03
9.327731e-01 5.897409e+03
9.579832e-01 6.031677e+03
9.831933e-01 6.147458e+03
1.008403e+00 6.241623e+03
1.033613e+00 6.319038e+03
1.058824e+00 6.383999e+03
1.084034e+00 6.439074e+03
1.109244e+00 6.485105e+03
1.134454e+00 6.519258e+03
1.159664e+00 6.541441e+03
1.184874e+00 6.557613e+03
1.210084e+00 6.573376e+03
1.235294e+00 6.581465e+03
1.260504e+00 6.588043e+03
1.285714e+00 6.594538e+03
1.310924e+00 6.599389e+03
1.336134e+00 6.602484e+03
1.361345e+00 6.605544e+03
1.386555e+00 6.608593e+03
1.411765e+00 6.611445e+03
1.436975e+00 6.614136e+03
1.462185e+00 6.616823e+03
1.487395e+00 6.619510e+03
1.512605e+00 6.622193e+03
1.537815e+00 6.624818e+03
1.563025e+00 6.627419e+03
1.588235e+00 6.630022e+03
1.613445e+00 6.632611e+03
1.638655e+00 6.635044e+03
1.663866e+00 6.637447e+03
1.689076e+00 6.639850e+03
1.714286e+00 6.642246e+03
1.739496e+00 6.644588e+03
1.764706e+00 6.646902e+03
1.789916e+00 6.649205e+03
1.815126e+00 6.651551e+03
1.840336e+00 6.654183e+03
1.865546e+00 6.656879e+03
1.890756e+00 6.659661e+03
1.915966e+00 6.662916e+03
1.941176e+00 6.666362e+03
1.966387e+00 6.670298e+03
1.991597e+00 6.674423e+03
2.016807e+00 6.678810e+03
2.042017e+00 6.682968e+03
2.067227e+00 6.683541e+03
2.092437e+00 6.697860e+03
2.117647e+00 6.870448e+03
2.142857e+00 9.816693e+03
2.168067e+00 2.921793e+04
2.193277e+00 7.327216e+04
2.218487e+00 1.138874e+05
2.243697e+00 1.391421e+05
2.268908e+00 1.569817e+05
2.294118e+00 1.718230e+05
2.319328e+00 1.850122e+05
2.344538e+00 1.970151e+05
2.369748e+00 2.080845e+05
2.394958e+00 2.184171e+05
2.420168e+00 2.281334e+05
2.445378e+00 2.373201e+05
2.470588e+00 2.460410e+05
2.495798e+00 2.543140e+05
2.521008e+00 2.621880e+05
2.546218e+00 2.697309e+05
2.571429e+00 2.769804e+05
2.596639e+00 2.839564e+05
2.621849e+00 2.906649e+05
2.647059e+00 2.971195e+05
2.672269e+00 3.033442e+05
2.697479e+00 3.093614e+05
2.722689e+00 3.151962e+05
2.747899e+00 3.208602e+05
2.773109e+00 3.263729e+05
2.798319e+00 3.317495e+05
2.823529e+00 3.369337e+05
2.848739e+00 3.418956e+05
2.873950e+00 3.468018e+05
2.899160e+00 3.520010e+05
2.924370e+00 3.573634e+05
2.949580e+00 3.616028e+05
2.974790e+00 3.634653e+05
3.000000e+00 3.634653e+05
