0.000000e+00 4.687738e-01
2.521008e-02 4.441586e-01
5.042017e-02 4.167086e-01
7.563025e-02 3.825941e-01
1.008403e-01 3.602921e-01
1.260504e-01 3.391355e-01
1.512605e-01 3.200692e-01
1.764706e-01 3.019430e-01
2.016807e-01 2.915387e-01
2.268908e-01 3.036343e-01
2.521008e-01 3.139742e-01
2.773109e-01 3.507849e-01
3.025210e-01 4.013775e-01
3.277311e-01 4.451172e-01
3.529412e-01 5.479188e-01
3.781513e-01 7.663626e-01
4.033613e-01 9.515162e-01
4.285714e-01 1.195767e+00
4.537815e-01 1.696177e+00
4.789916e-01 2.131569e+00
5.042017e-01 2.571629e+00
5.294118e-01 3.025149e+00
5.546218e-01 3.414885e+00
5.798319e-01 4.283803e+00
6.050420e-01 5.003406e+00
6.302521e-01 5.602271e+00
6.554622e-01 6.098116e+00
6.806723e-01 6.629324e+00
7.058824e-01 7.101129e+00
7.310924e-01 7.849381e+00
7.563025e-01 8.525762e+00
7.815126e-01 9.074731e+00
8.067227e-01 9.503933e+00
8.319328e-01 9.853013e+00
8.571429e-01 1.013673e+01
8.823529e-01 1.015326e+01
9.075630e-01 1.010036e+01
9.327731e-01 1.005765e+01
9.579832e-01 1.002193e+01
9.831933e-01 9.874212e+00
1.008403e+00 9.456436e+00
1.033613e+00 9.113703e+00
1.058824e+00 8.825134e+00
1.084034e+00 8.469799e+00
1.109244e+00 7.577062e+00
1.134454e+00 6.832491e+00
1.159664e+00 6.207135e+00
1.184874e+00 5.674620e+00
1.210084e+00 5.343845e+00
1.235294e+00 5.214645e+00
1.260504e+00 5.101264e+00
1.285714e+00 5.001248e+00
1.310924e+00 4.914176e+00
1.336134e+00 4.838449e+00
1.361345e+00 4.770772e+00
1.386555e+00 4.733336e+00
1.411765e+00 4.720871e+00
1.436975e+00 4.709498e+00
1.462185e+00 4.699394e+00
1.487395e+00 4.690425e+00
1.512605e+00 4.897550e+00
1.537815e+00 5.095487e+00
1.563025e+00 5.272476e+00
1.588235e+00 5.429938e+00
1.613445e+00 5.569875e+00
1.638655e+00 5.693812e+00
1.663866e+00 5.804174e+00
1.689076e+00 5.902802e+00
1.714286e+00 6.373005e+00
1.739496e+00 7.447590e+00
1.764706e+00 8.416721e+00
1.789916e+00 9.286391e+00
1.815126e+00 1.005943e+01
1.840336e+00 1.072832e+01
1.865546e+00 1.132257e+01
1.890756e+00 1.324874e+01
1.915966e+00 1.522319e+01
1.941176e+00 1.701889e+01
1.966387e+00 2.244707e+01
1.991597e+00 3.067953e+01
2.016807e+00 4.353873e+01
2.042017e+00 6.148403e+01
2.067227e+00 9.298346e+01
2.092437e+00 1.669079e+02
2.117647e+00 5.240170e+02
2.142857e+00 4.284482e+05
2.168067e+00 1.869337e+07
2.193277e+00 8.547625e+07
2.218487e+00 1.763678e+08
2.243697e+00 3.782162e+08
2.268908e+00 4.951014e+08
2.294118e+00 5.733632e+08
2.319328e+00 6.322835e+08
2.344538e+00 6.790473e+08
2.369748e+00 7.174114e+08
2.394958e+00 7.497232e+08
2.420168e+00 7.774487e+08
2.445378e+00 8.015877e+08
2.470588e+00 8.228401e+08
2.495798e+00 8.416689e+08
2.521008e+00 8.585018e+08
2.546218e+00 8.737132e+08
2.571429e+00 8.875595e+08
2.596639e+00 9.002224e+08
2.621849e+00 9.118354e+08
2.647059e+00 9.225237e+08
2.672269e+00 9.324082e+08
2.697479e+00 9.415929e+08
2.722689e+00 9.501691e+08
2.747899e+00 9.582021e+08
2.773109e+00 9.657603e+08
2.798319e+00 9.728882e+08
2.823529e+00 9.795463e+08
2.848739e+00 9.857508e+08
2.873950e+00 9.917328e+08
2.899160e+00 9.979136e+08
2.924370e+00 1.000000e+09
2.949580e+00 1.000000e+09
2.974790e+00 1.000000e+09
3.000000e+00 1.000000e+09
